GENEID	GeneSymbol	log2FoldChange	adj_pvalue	pvalue	Comparison
ENSMUSG00000000202	Btbd17	-1.109919378532694	1	0.7405881384782773	Infected_vs_Non_Infected
ENSMUSG00000000204	Slfn4	3.9310066675775204	0.023536550294109754	1.5007828406000248e-4	Infected_vs_Non_Infected
ENSMUSG00000000216	Scnn1g	0.0077226025317249855	1	0.9799416030151143	Infected_vs_Non_Infected
ENSMUSG00000000223	Drp2	0.3275524750936374	1	0.4382910139730059	Infected_vs_Non_Infected
ENSMUSG00000000244	Tspan32	-0.026724319946256063	1	0.9791046325821727	Infected_vs_Non_Infected
ENSMUSG00000000247	Lhx2	1.4877289134174343	1	0.6564547789138295	Infected_vs_Non_Infected
ENSMUSG00000000253	Gmpr	0.1498123908476509	1	0.7417837393478693	Infected_vs_Non_Infected
ENSMUSG00000000263	Glra1	0.7655573301407503	1	0.8193696077051068	Infected_vs_Non_Infected
ENSMUSG00000000266	Mid2	0.13732848838276107	0.6559562365549743	0.2285448197770822	Infected_vs_Non_Infected
ENSMUSG00000000275	Trim25	0.008454425259083794	1	0.9591228773065665	Infected_vs_Non_Infected
ENSMUSG00000000276	Dgke	0.14132880933159875	1	0.3345614844069623	Infected_vs_Non_Infected
ENSMUSG00000000278	Scpep1	0.2830441539446759	0.6988518036992609	0.14434461612859556	Infected_vs_Non_Infected
ENSMUSG00000000282	Mnt	0.22457069660096135	0.6438724419160861	0.24833745515343852	Infected_vs_Non_Infected
ENSMUSG00000000290	Itgb2	0.30293121966713066	0.6249983081476009	0.10564459742998279	Infected_vs_Non_Infected
ENSMUSG00000000295	Hddc2	0.04590837751032795	1	0.7709042749536158	Infected_vs_Non_Infected
ENSMUSG00000000296	Tpd52l1	-0.06828368293505238	1	0.8667693969544754	Infected_vs_Non_Infected
ENSMUSG00000000301	Pemt	0.24934547117855674	1	0.6629054372600303	Infected_vs_Non_Infected
ENSMUSG00000000303	Cdh1	-0.011480812023153203	0.8941770733538364	0.9085004057955157	Infected_vs_Non_Infected
ENSMUSG00000000305	Cdh4	-0.14665400443123933	1	0.927287492353563	Infected_vs_Non_Infected
ENSMUSG00000000308	Ckmt1	-0.14410754182611588	0.6169371984146876	0.27939334937522214	Infected_vs_Non_Infected
ENSMUSG00000000317	Bcl6b	0.5853120885068657	1	0.21919625659649045	Infected_vs_Non_Infected
ENSMUSG00000000318	Clec10a	-0.8965053386617707	1	0.7355591595180936	Infected_vs_Non_Infected
ENSMUSG00000000320	Alox12	0.11711099952977773	1	0.8554011426797138	Infected_vs_Non_Infected
ENSMUSG00000000325	Arvcf	-0.3874754880841208	1	0.28778067377777367	Infected_vs_Non_Infected
ENSMUSG00000000326	Comt	8.538814136609248e-4	1	0.9939629725177095	Infected_vs_Non_Infected
ENSMUSG00000000339	Rtca	-0.24267123192564738	0.30102053500457204	0.03828473875688552	Infected_vs_Non_Infected
ENSMUSG00000000340	Dbt	0.23683203073818457	0.6936786609689061	0.29364752655720344	Infected_vs_Non_Infected
ENSMUSG00000000346	Dazap2	-7.122694913232903e-4	0.9277002474216378	0.9952905569493294	Infected_vs_Non_Infected
ENSMUSG00000000355	Mcts1	-0.10177426123939422	1	0.6691357707321945	Infected_vs_Non_Infected
ENSMUSG00000000359	Rem1	0.3338835081039847	1	0.43063199739736896	Infected_vs_Non_Infected
ENSMUSG00000000365	Rnf17	0.2201648169063391	1	0.8062153315512045	Infected_vs_Non_Infected
ENSMUSG00000000374	Trappc10	-0.12006213909537769	0.6506539663377305	0.2441704251863254	Infected_vs_Non_Infected
ENSMUSG00000000378	Ccm2	0.06725672562630626	0.8679228944363248	0.5893070283451016	Infected_vs_Non_Infected
ENSMUSG00000000381	Wap	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000000384	Tbrg4	-0.024525387722256316	0.930379161650256	0.8160822509463711	Infected_vs_Non_Infected
ENSMUSG00000000385	Tmprss2	-0.24977005352317708	0.2921843894898019	0.036177053427792094	Infected_vs_Non_Infected
ENSMUSG00000000386	Mx1	1.9313291441857379	0.06287938713088888	0.002122233571238191	Infected_vs_Non_Infected
ENSMUSG00000000392	Fap	1.6722314435572976	1	0.19468434288148562	Infected_vs_Non_Infected
ENSMUSG00000000394	Gcg	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000000399	Ndufa9	-0.12366077177102026	0.4893919004491333	0.12464157662506795	Infected_vs_Non_Infected
ENSMUSG00000000402	Egfl6	0.9389276283933998	1	0.7330804293018796	Infected_vs_Non_Infected
ENSMUSG00000000409	Lck	0.28633371620139564	1	0.7312972226760829	Infected_vs_Non_Infected
ENSMUSG00000000411	Tssk3	-1.6262295790790626	1	0.6257075053534711	Infected_vs_Non_Infected
ENSMUSG00000000416	Cttnbp2	-0.2085763525660711	1	0.6530110962950997	Infected_vs_Non_Infected
ENSMUSG00000000420	Galnt1	0.10572106824971342	0.747597053075439	0.387410592952548	Infected_vs_Non_Infected
ENSMUSG00000000439	Mkrn2	-0.07574981637740594	1	0.5773495180964301	Infected_vs_Non_Infected
ENSMUSG00000000440	Pparg	-0.04790872718283142	0.8451959216852024	0.743223516262177	Infected_vs_Non_Infected
ENSMUSG00000000441	Raf1	-0.03032192608528602	0.8694701957467207	0.7810333536529228	Infected_vs_Non_Infected
ENSMUSG00000000486	Sept1	0.8364241524787112	1	0.05773217288557915	Infected_vs_Non_Infected
ENSMUSG00000000489	Pdgfb	-0.23111236924948242	0.9797601580549893	0.2432944555207784	Infected_vs_Non_Infected
ENSMUSG00000000530	Acvrl1	0.07977766594965051	1	0.6154801301499775	Infected_vs_Non_Infected
ENSMUSG00000000531	Grasp	0.6877734572293174	1	0.0838610761066964	Infected_vs_Non_Infected
ENSMUSG00000000532	Acvr1b	0.13739856835828307	0.5564064129481447	0.17982832313436886	Infected_vs_Non_Infected
ENSMUSG00000000538	Tom1l2	-0.029809532614413534	0.9522486489955873	0.8094069799443511	Infected_vs_Non_Infected
ENSMUSG00000000544	Gpa33	-1.2307468218619584	0.49471016749745145	0.12120458883583504	Infected_vs_Non_Infected
ENSMUSG00000000552	Zfp385a	0.2142842106224032	1	0.47338781152450515	Infected_vs_Non_Infected
ENSMUSG00000000555	Itga5	-0.5154593774418011	0.4217998523338297	0.022923798759151737	Infected_vs_Non_Infected
ENSMUSG00000000560	Gabra2	-0.5324137653386937	1	0.8584900697377171	Infected_vs_Non_Infected
ENSMUSG00000000561	Wdr77	0.2562892940056108	1	0.32093460592617545	Infected_vs_Non_Infected
ENSMUSG00000000562	Adora3	1.086673390283286	1	0.5034693588129413	Infected_vs_Non_Infected
ENSMUSG00000000563	Atp5f1	-0.1272397583667914	0.37978576556839577	0.06721157218235185	Infected_vs_Non_Infected
ENSMUSG00000000567	Sox9	-0.06724988782503137	0.9152066830509259	0.7754337466763094	Infected_vs_Non_Infected
ENSMUSG00000000568	Hnrnpd	0.1514186157901606	0.49213034436346226	0.1564057957625365	Infected_vs_Non_Infected
ENSMUSG00000000579	Dynlt1c	-0.42918273475540897	1	0.24884317869513206	Infected_vs_Non_Infected
ENSMUSG00000000581	C1d	0.20152279732456393	0.7818534320802675	0.11761168106403048	Infected_vs_Non_Infected
ENSMUSG00000000594	Gm2a	-0.1963196598383096	0.8598778248216217	0.34165426184344544	Infected_vs_Non_Infected
ENSMUSG00000000600	Krit1	0.07271040865385013	1	0.5505918264590973	Infected_vs_Non_Infected
ENSMUSG00000000605	Clcn4-2	-0.14420671076910438	0.6293913337981475	0.23968100846045776	Infected_vs_Non_Infected
ENSMUSG00000000617	Grm6	-1.1099193785326944	1	0.7405881384782772	Infected_vs_Non_Infected
ENSMUSG00000000627	Sema4f	-0.7290624026527142	1	0.6788965679670662	Infected_vs_Non_Infected
ENSMUSG00000000628	Hk2	0.38861211088460795	0.37033550119224606	0.07152560742278799	Infected_vs_Non_Infected
ENSMUSG00000000631	Myo18a	-0.02841335360022923	0.9209063414699638	0.8201775173421499	Infected_vs_Non_Infected
ENSMUSG00000000632	Sez6	-0.2512527535632354	1	0.761693130294231	Infected_vs_Non_Infected
ENSMUSG00000000673	Haao	0.29658270306384366	1	0.8974131298209175	Infected_vs_Non_Infected
ENSMUSG00000000682	Cd52	0.2251909866457563	1	0.5302870128014211	Infected_vs_Non_Infected
ENSMUSG00000000686	Abhd15	0.13977705119971567	1	0.6836719966201439	Infected_vs_Non_Infected
ENSMUSG00000000690	Hoxb6	0.48591345624382587	1	0.4119996712637642	Infected_vs_Non_Infected
ENSMUSG00000000693	Loxl3	-0.3819853378212178	0.9376410945491764	0.21104926613715747	Infected_vs_Non_Infected
ENSMUSG00000000706	Btn1a1	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000000708	Kat2b	0.24193530639852284	0.4134276032479077	0.10173857106274758	Infected_vs_Non_Infected
ENSMUSG00000000711	Rab5b	-0.04453198528530959	0.8859111866744731	0.7100632982797082	Infected_vs_Non_Infected
ENSMUSG00000000730	Dnmt3l	0.36014658418143647	1	0.8350011612931998	Infected_vs_Non_Infected
ENSMUSG00000000731	Aire	0.17846039256344592	1	0.9225444032746503	Infected_vs_Non_Infected
ENSMUSG00000000732	Icosl	-0.06656685033995358	1	0.6681887144271952	Infected_vs_Non_Infected
ENSMUSG00000000738	Spg7	0.04460430642091128	0.8676925146189838	0.6302322197246657	Infected_vs_Non_Infected
ENSMUSG00000000739	Sult5a1	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000000740	Rpl13	-0.27148730232722446	0.2059077519562034	0.016831984964958423	Infected_vs_Non_Infected
ENSMUSG00000000743	Chmp1a	-0.034817025964116954	0.9190874554210664	0.7851936147403632	Infected_vs_Non_Infected
ENSMUSG00000000751	Rpa1	0.06173232518457004	0.8707537346848645	0.6393293772218902	Infected_vs_Non_Infected
ENSMUSG00000000753	Serpinf1	0.34608463486971447	1	0.43214705101178974	Infected_vs_Non_Infected
ENSMUSG00000000759	Tubgcp3	-0.08913824957374031	1	0.5390601604353986	Infected_vs_Non_Infected
ENSMUSG00000000776	Polr3d	-0.1447680942737742	0.8442237075301856	0.3256149857695375	Infected_vs_Non_Infected
ENSMUSG00000000782	Tcf7	1.1074870086299384	1	0.009918055105066402	Infected_vs_Non_Infected
ENSMUSG00000000787	Ddx3x	-0.1641826560579412	0.46356250662858856	0.1017567190485981	Infected_vs_Non_Infected
ENSMUSG00000000791	Il12rb1	1.150193100500577	1	0.2166248352805399	Infected_vs_Non_Infected
ENSMUSG00000000792	Slc5a5	0.4679849510309059	0.3734301864417677	0.06392072791173965	Infected_vs_Non_Infected
ENSMUSG00000000794	Kcnn3	0.5269442177110384	0.49259024091023895	0.03972602248636551	Infected_vs_Non_Infected
ENSMUSG00000000804	Usp32	0.1826349265472899	0.487990033416618	0.1237506085047488	Infected_vs_Non_Infected
ENSMUSG00000000805	Car4	-0.0751742941244434	1	0.7534561338486647	Infected_vs_Non_Infected
ENSMUSG00000000811	Txnrd3	-0.29853978768779244	0.6996259949301605	0.1554647784857582	Infected_vs_Non_Infected
ENSMUSG00000000817	Fasl	0.8578144095466333	1	0.7360081866183297	Infected_vs_Non_Infected
ENSMUSG00000000823	Znf512b	0.06476912975208804	1	0.6213792096175588	Infected_vs_Non_Infected
ENSMUSG00000000826	Dnajc5	0.015688420828094737	0.9537336399576075	0.8711920998932203	Infected_vs_Non_Infected
ENSMUSG00000000827	Tpd52l2	-0.22957300806651673	0.4141198666287801	0.07779972580138896	Infected_vs_Non_Infected
ENSMUSG00000000838	Fmr1	-7.143918023444275e-5	0.9948609570581929	0.9994911368329297	Infected_vs_Non_Infected
ENSMUSG00000000861	Bcl11a	0.2828942669507227	0.6853959768432937	0.14499968516998468	Infected_vs_Non_Infected
ENSMUSG00000000869	Il4	1.4877289134174343	1	0.6564547789138295	Infected_vs_Non_Infected
ENSMUSG00000000876	Pxmp4	-0.037137871729125714	0.7926031757162593	0.6930480620690203	Infected_vs_Non_Infected
ENSMUSG00000000881	Dlg3	-0.21300216627825025	0.6342477531902935	0.16794536961535206	Infected_vs_Non_Infected
ENSMUSG00000000884	Gnb1l	0.20927191742848536	1	0.6424088549293521	Infected_vs_Non_Infected
ENSMUSG00000000889	Dbh	0.40736966427360316	1	0.8751575807865015	Infected_vs_Non_Infected
ENSMUSG00000000901	Mmp11	0.39520220504380443	1	0.439005194016028	Infected_vs_Non_Infected
ENSMUSG00000000902	Smarcb1	-0.021764284909803075	0.9832800060317174	0.8566245878774656	Infected_vs_Non_Infected
ENSMUSG00000000903	Vpreb3	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000000915	Hip1r	-0.1621547430609742	0.5021421219061664	0.16772829476318565	Infected_vs_Non_Infected
ENSMUSG00000000916	Nsun5	-0.11361269401244277	1	0.6357904910843228	Infected_vs_Non_Infected
ENSMUSG00000000934	Top1mt	0.13239552906110907	1	0.6639182147358782	Infected_vs_Non_Infected
ENSMUSG00000000942	Hoxa4	0.20172502394630096	1	0.7853718620046186	Infected_vs_Non_Infected
ENSMUSG00000000948	Gm38393	-0.272155551803782	1	0.6786948983178864	Infected_vs_Non_Infected
ENSMUSG00000000957	Mmp14	0.6747870700246594	8.689191171967279e-4	3.68681836191609e-7	Infected_vs_Non_Infected
ENSMUSG00000000958	Slc7a7	0.23630774421639397	1	0.5739862575798755	Infected_vs_Non_Infected
ENSMUSG00000000959	Oxa1l	0.11554926691783556	0.8401574129182697	0.32129202459277834	Infected_vs_Non_Infected
ENSMUSG00000000976	Heatr6	0.053553745181684154	1	0.7291062580834495	Infected_vs_Non_Infected
ENSMUSG00000000982	Ccl3	1.5869752922064035	1	0.1708833495639833	Infected_vs_Non_Infected
ENSMUSG00000001016	Ilf2	0.3708329762671704	0.48791351078478395	0.05511467475340972	Infected_vs_Non_Infected
ENSMUSG00000001017	Chtop	-0.06184049760666788	0.8366768305770652	0.5161933190135535	Infected_vs_Non_Infected
ENSMUSG00000001018	Snapin	0.371389096715037	0.6253342824113393	0.06469561436683877	Infected_vs_Non_Infected
ENSMUSG00000001020	S100a4	0.1938642376386793	1	0.85080928187352	Infected_vs_Non_Infected
ENSMUSG00000001021	S100a3	-0.5772447742353175	1	0.5494691815762534	Infected_vs_Non_Infected
ENSMUSG00000001023	S100a5	0.08435774654543417	1	0.8957890908531724	Infected_vs_Non_Infected
ENSMUSG00000001025	S100a6	-0.7445710102396764	0.1387317281735673	0.01003432249124371	Infected_vs_Non_Infected
ENSMUSG00000001029	Icam2	0.18320491846204043	1	0.6804862628804089	Infected_vs_Non_Infected
ENSMUSG00000001034	Mapk7	0.0227799064396662	1	0.8774440141756608	Infected_vs_Non_Infected
ENSMUSG00000001036	Epn2	0.1193271161519657	1	0.4919512068129405	Infected_vs_Non_Infected
ENSMUSG00000001039	B9d1	-0.1428004448151888	1	0.7350276536581	Infected_vs_Non_Infected
ENSMUSG00000001052	Sec24b	0.016447045869375388	0.9143300296512042	0.8729814913091217	Infected_vs_Non_Infected
ENSMUSG00000001053	N4bp3	0.12284035590035187	1	0.5771577249141188	Infected_vs_Non_Infected
ENSMUSG00000001054	Rmnd5b	-0.08680383899463515	1	0.5856133574887874	Infected_vs_Non_Infected
ENSMUSG00000001056	Nhp2	0.1153829593371431	1	0.4979443920495358	Infected_vs_Non_Infected
ENSMUSG00000001062	Vps9d1	0.0242688210744914	1	0.8955332708753467	Infected_vs_Non_Infected
ENSMUSG00000001065	Zfp276	-0.2436319987125956	0.7511173013422193	0.12228989568927137	Infected_vs_Non_Infected
ENSMUSG00000001082	Mfsd10	-0.11289683133211882	1	0.712962139745881	Infected_vs_Non_Infected
ENSMUSG00000001089	Luzp1	0.006946215641846569	0.9891532005705633	0.9496880873904998	Infected_vs_Non_Infected
ENSMUSG00000001098	Kctd10	0.06644947025268011	0.8729124572504338	0.6687543913748661	Infected_vs_Non_Infected
ENSMUSG00000001100	Poldip2	-0.014507547699505501	0.9918178563768865	0.9348281135869151	Infected_vs_Non_Infected
ENSMUSG00000001105	Ift20	-0.20725766582934402	0.3362790383287492	0.05154892218706761	Infected_vs_Non_Infected
ENSMUSG00000001119	Col6a1	0.017828502902513643	0.9002191576528425	0.8929506115824543	Infected_vs_Non_Infected
ENSMUSG00000001120	Pcbp3	0.4166572316314538	1	0.16065807348713979	Infected_vs_Non_Infected
ENSMUSG00000001123	Lgals9	0.0790497023952239	0.8108706467586978	0.6164377395710041	Infected_vs_Non_Infected
ENSMUSG00000001127	Araf	0.05719648678686821	0.8883562118225063	0.6768557734615614	Infected_vs_Non_Infected
ENSMUSG00000001128	Cfp	0.3960186605267816	1	0.4647119080962606	Infected_vs_Non_Infected
ENSMUSG00000001131	Timp1	-0.06043400175637288	1	0.92317935982103	Infected_vs_Non_Infected
ENSMUSG00000001134	Uxt	0.36198377955056815	0.8745182760288092	0.11179769865791228	Infected_vs_Non_Infected
ENSMUSG00000001138	Cnnm3	0.0544787081273608	1	0.7643696422148926	Infected_vs_Non_Infected
ENSMUSG00000001143	Lman2l	-0.05982633674026389	1	0.7339087639198012	Infected_vs_Non_Infected
ENSMUSG00000001150	Mcm3ap	-0.10131593932124298	0.7462261367060129	0.385051607592349	Infected_vs_Non_Infected
ENSMUSG00000001151	Pcnt	-0.17243596487834478	0.35690319067574183	0.06701364284807726	Infected_vs_Non_Infected
ENSMUSG00000001155	Ftcd	-0.5328507307188192	1	0.87371418984163	Infected_vs_Non_Infected
ENSMUSG00000001156	Mxd1	-0.294414518852003	0.532747435260987	0.2029608230324171	Infected_vs_Non_Infected
ENSMUSG00000001157	Gmcl1	-0.1396187907805609	0.9214459157835821	0.2846009528184002	Infected_vs_Non_Infected
ENSMUSG00000001158	Snrnp27	-0.33534646590316236	0.05330400849735209	0.0014101388999142302	Infected_vs_Non_Infected
ENSMUSG00000001166	Oas1c	1.1632569044841885	0.1467511728404315	4.4022546092938167e-4	Infected_vs_Non_Infected
ENSMUSG00000001173	Ocrl	0.038520888338334815	1	0.8052321408039756	Infected_vs_Non_Infected
ENSMUSG00000001175	Calm1	-0.12815437301651283	0.7208979205576068	0.3308593585567651	Infected_vs_Non_Infected
ENSMUSG00000001211	Agpat3	0.019419055899262752	0.9970942386929614	0.8887277828439121	Infected_vs_Non_Infected
ENSMUSG00000001225	Slc26a3	1.4771318785996692	1	0.5049977559870811	Infected_vs_Non_Infected
ENSMUSG00000001227	Sema6b	0.002041495229258012	1	0.995242836703122	Infected_vs_Non_Infected
ENSMUSG00000001228	Uhrf1	0.28909333301058254	1	0.5711921689607002	Infected_vs_Non_Infected
ENSMUSG00000001229	Dpp9	-0.14979904976909428	0.4217998523338297	0.08095319641259298	Infected_vs_Non_Infected
ENSMUSG00000001240	Ramp2	-0.14729454244469545	1	0.5452494228741003	Infected_vs_Non_Infected
ENSMUSG00000001247	Lsr	-0.14188247087066355	0.5600136694054917	0.2278780918081089	Infected_vs_Non_Infected
ENSMUSG00000001248	Gramd1a	-0.11096778354760732	1	0.6995517864954104	Infected_vs_Non_Infected
ENSMUSG00000001249	Hpn	0.04835456733858371	1	0.9214613112683404	Infected_vs_Non_Infected
ENSMUSG00000001270	Ckb	0.021845440878970945	1	0.9663729380821626	Infected_vs_Non_Infected
ENSMUSG00000001280	Sp1	-0.015060588504887154	0.9037511324945637	0.9015687002741322	Infected_vs_Non_Infected
ENSMUSG00000001281	Itgb7	0.06236757741726676	1	0.8644959995371746	Infected_vs_Non_Infected
ENSMUSG00000001285	Myg1	-0.16738883995511478	0.8682925599613562	0.19656667596590527	Infected_vs_Non_Infected
ENSMUSG00000001288	Rarg	0.15512274399679785	0.9743452108483874	0.3292968289485874	Infected_vs_Non_Infected
ENSMUSG00000001289	Pfdn5	-0.20444859526908604	0.17332509692567258	0.012621361765746015	Infected_vs_Non_Infected
ENSMUSG00000001300	Efnb2	0.3501749743844989	0.3822538069948859	0.06796948603653083	Infected_vs_Non_Infected
ENSMUSG00000001305	Rrp15	-0.2053628645586524	1	0.47806224284558846	Infected_vs_Non_Infected
ENSMUSG00000001313	Rnd2	-0.5445550400337585	0.6054716890642651	0.05936701958632464	Infected_vs_Non_Infected
ENSMUSG00000001323	Srr	-0.10885434640945776	0.9235731399104873	0.4480153098374901	Infected_vs_Non_Infected
ENSMUSG00000001333	Sync	0.6709299434884922	1	0.1889486589927775	Infected_vs_Non_Infected
ENSMUSG00000001334	Fndc5	0.09953505744544391	1	0.8797284011322227	Infected_vs_Non_Infected
ENSMUSG00000001348	Acp5	0.052942732397969094	0.8773005097775521	0.6582657401712562	Infected_vs_Non_Infected
ENSMUSG00000001349	Cnn1	-0.35977922305419685	0.7838278178411744	0.20057738316225734	Infected_vs_Non_Infected
ENSMUSG00000001366	Fbxo9	-0.1994688831751336	0.3525850799977446	0.07066879383869802	Infected_vs_Non_Infected
ENSMUSG00000001376	Ccdc132	-0.003196436998568537	1	0.9735234231565003	Infected_vs_Non_Infected
ENSMUSG00000001380	Hars	-0.021558399035078363	0.9415639249041499	0.8415089342020176	Infected_vs_Non_Infected
ENSMUSG00000001383	Zmat2	-0.07049496135247953	0.8238937833134452	0.3627271506154226	Infected_vs_Non_Infected
ENSMUSG00000001403	Ube2c	0.21280166320101254	1	0.734396195245703	Infected_vs_Non_Infected
ENSMUSG00000001415	Smg5	-0.007741966237748591	0.9617393534449618	0.9240447328137542	Infected_vs_Non_Infected
ENSMUSG00000001416	Cct3	0.03919438715363999	0.89563250992298	0.7425739610440035	Infected_vs_Non_Infected
ENSMUSG00000001418	Glmp	-0.08832973692499528	0.7211133943598338	0.5227887016268133	Infected_vs_Non_Infected
ENSMUSG00000001419	Mef2d	0.14588743316569677	0.5847236903961692	0.24475146412044693	Infected_vs_Non_Infected
ENSMUSG00000001420	Tmem79	-0.23919085790252423	0.6416935985019401	0.23070962662108413	Infected_vs_Non_Infected
ENSMUSG00000001424	Snd1	0.17167348111010403	0.40346849970813775	0.07763180385762597	Infected_vs_Non_Infected
ENSMUSG00000001435	Col18a1	0.17904058657744107	0.6390332493171194	0.2823789351165484	Infected_vs_Non_Infected
ENSMUSG00000001436	Slc19a1	-0.07712278919954649	1	0.8431873361014572	Infected_vs_Non_Infected
ENSMUSG00000001440	Kpnb1	0.012862644248414868	0.8915959538764601	0.8978420499938159	Infected_vs_Non_Infected
ENSMUSG00000001441	Npepps	-0.08668328183083623	0.8156839158519903	0.5106289163590085	Infected_vs_Non_Infected
ENSMUSG00000001444	Tbx21	0.9919565722661449	1	0.35053999075318465	Infected_vs_Non_Infected
ENSMUSG00000001445	Mrpl10	0.037582905026164015	0.9125212498846408	0.7465174233790359	Infected_vs_Non_Infected
ENSMUSG00000001467	Cyp51	0.1822810962462311	0.5035551488180178	0.1699926384006647	Infected_vs_Non_Infected
ENSMUSG00000001472	Tcf25	-0.1375522278517109	0.5295417512012116	0.14859461435369303	Infected_vs_Non_Infected
ENSMUSG00000001473	Tubb6	0.3765118276583531	1	0.17755486718647492	Infected_vs_Non_Infected
ENSMUSG00000001482	Def8	-0.13759727526419457	1	0.7098391518896185	Infected_vs_Non_Infected
ENSMUSG00000001493	Meox1	0.3770647414626501	0.833673669466294	0.13812063190409396	Infected_vs_Non_Infected
ENSMUSG00000001497	Pax9	0.9156034870770166	1	0.4651370795918896	Infected_vs_Non_Infected
ENSMUSG00000001504	Irx2	1.1246529510981509	1	0.2749322209893246	Infected_vs_Non_Infected
ENSMUSG00000001506	Col1a1	0.0914444871749895	0.8366768305770652	0.5831853764680655	Infected_vs_Non_Infected
ENSMUSG00000001507	Itga3	0.0661122075339958	0.7951719230753984	0.4701324454621115	Infected_vs_Non_Infected
ENSMUSG00000001510	Dlx3	-2.155683030557917	1	0.27294755566609286	Infected_vs_Non_Infected
ENSMUSG00000001517	Foxm1	0.6358543987430413	1	0.2101104064195434	Infected_vs_Non_Infected
ENSMUSG00000001518	Itfg2	-0.008067991428407934	1	0.9673447469912547	Infected_vs_Non_Infected
ENSMUSG00000001520	Nrip2	0.18848868232687532	1	0.9551635720284315	Infected_vs_Non_Infected
ENSMUSG00000001521	Tulp3	-0.29089480195487294	1	0.3015660533642357	Infected_vs_Non_Infected
